created_at,source,text,userid_str,status_id_str,id,reply_userid_str,reply_status_id_str,name,birth,term_partisanship,term_type,term_state
2021-08-01T14:00:00Z,[],"By January 23, 2020, Wuhan was placed under quarantine, and two days later the entire Hubei province was locked down. Domestic travel in China was stopped, but residents were allowed to travel internationally WITHOUT any screening. https://t.co/yjWAhhL3Le",996094929733652481,1421833092088492032,5821071,NA,NA,Debbie Lesko,1958-11-14,Republican,rep,AZ
2021-08-01T14:00:02Z,"[{'url': 'https://t.co/NDqkVx5XM0', 'expanded_url': 'https://www.reuters.com/world/asia-pacific/hong-kong-investigates-china-anthem-booing-during-olympics-broadcast-mall-2021-07-30/', 'display_url': 'reuters.com/world/asia-pac…', 'indices': [102, 125]}]","Anytime the radical left makes excuses for China, show them this.

He's facing three years in prison.
https://t.co/NDqkVx5XM0",4205133682,1421833100670160898,5763045,NA,NA,Guy Reschenthaler,1983-04-17,Republican,rep,PA
2021-08-01T15:00:19Z,"[{'url': 'https://t.co/qFXyobO5tk', 'expanded_url': 'https://king.senate.gov/newsroom/multimedia/audios/discussion-on-national-security-threats-posed-by-china-with-congressman-gallagher-and-admiral-stavirdis', 'display_url': 'king.senate.gov/newsroom/multi…', 'indices': [249, 272]}]","During Senate hearings, I often ask witnesses one simple question: what does China want? In this month’s edition of #InsideMaine, I put the question to @RepGallagher and @stavridisj, as we examine opportunities to boost U.S. global competitiveness. https://t.co/qFXyobO5tk",1068481578,1421848272897970183,5668678,NA,NA,"Angus S. King, Jr.",1944-03-31,Democrat,sen,ME
2021-08-01T15:35:06Z,[],"Stop blaming unvaccinated Americans.

Start blaming China.",1029094268542099457,1421857024032260107,5832333,NA,NA,Lance Gooden,1982-12-01,Republican,rep,TX
2021-08-01T18:00:41Z,"[{'url': 'https://t.co/5828hocDsr', 'expanded_url': 'http://ow.ly/uhKn30rPEEm', 'display_url': 'ow.ly/uhKn30rPEEm', 'indices': [260, 283]}]","Russia has a well established TRIAD: submarine and intercontinental launched missiles and bombers. Now, China is doing the same. This isn’t the time to do what the Squad &amp; Pelosi want and unilaterally disarm. Strategic deterrence is the military’s #1 job. https://t.co/5828hocDsr",818975124460335106,1421893664033415175,5804636,NA,NA,Don Bacon,1963-08-16,Republican,rep,NE
2021-08-02T13:44:03Z,"[{'url': 'https://t.co/3xxxpPqTCw', 'expanded_url': 'https://www.wsj.com/articles/behind-the-rise-of-u-s-solar-power-a-mountain-of-chinese-coal-11627734770?st=luv532ipa5cf8i5&reflink=desktopwebshare_twitter', 'display_url': 'wsj.com/articles/behin…', 'indices': [144, 167]}]","The U.S. loves solar power, but the panels are made using Chinese coal. Governments and companies are looking for emissions cuts at the source. https://t.co/3xxxpPqTCw via @WSJ",13218102,1422191469142609920,5685026,NA,NA,John Cornyn,1952-02-02,Republican,sen,TX
2021-08-02T14:20:12Z,"[{'url': 'https://t.co/EZjGe9mRUE', 'expanded_url': 'https://www.foxnews.com/world/wuhan-lab-report-raises-further-questions-about-possible-covid-19-lab-leak', 'display_url': 'foxnews.com/world/wuhan-la…', 'indices': [259, 282]}]","It’s clear that the Chinese Communist Party is hiding vital information on the origin of COVID-19, with another report raising questions about a leak from the Wuhan lab. We need a full investigation now &amp; must hold the CCP accountable for their cover up. https://t.co/EZjGe9mRUE",1345787285179162624,1422200566713835522,5822576,NA,NA,Diana Harshbarger,1960-01-01,Republican,rep,TN
2021-08-02T14:37:09Z,"[{'url': 'https://t.co/yaNXU755W1', 'expanded_url': 'https://fxn.ws/37fDfRW', 'display_url': 'fxn.ws/37fDfRW', 'indices': [252, 275]}]","The Biden Admin should declassify all info related to the origins of COVID. Then they should follow House Republicans' lead in calling for the 2022 Olympics to be moved from China.

We cannot rest until the Chinese Communist Party is held accountable. https://t.co/yaNXU755W1",19739126,1422204832111382535,5692989,NA,NA,Kevin McCarthy,1965-01-26,Republican,rep,CA
2021-08-02T15:00:02Z,"[{'url': 'https://t.co/3xGkNlwrqq', 'expanded_url': 'https://gop-foreignaffairs.house.gov/press-release/mccaul-releases-addendum-to-origins-of-covid-19-report/', 'display_url': 'gop-foreignaffairs.house.gov/press-release/…', 'indices': [253, 276]}]","🚨New report by @HouseForeignGOP ➡️""the preponderance of evidence suggests SARS-CoV-2 was accidentally released from a Wuhan Institute of Virology laboratory sometime prior to September 12, 2019."" 

We must hold the Chinese Community Party accountable.

https://t.co/3xGkNlwrqq",797201048490430465,1422210589439537154,5826149,NA,NA,Claudia Tenney,1961-02-04,Republican,rep,NY
2021-08-02T15:27:29Z,"[{'url': 'https://t.co/Y3cuHTxH2K', 'expanded_url': 'https://www.foxnews.com/world/wuhan-lab-report-raises-further-questions-about-possible-covid-19-lab-leak.amp', 'display_url': 'foxnews.com/world/wuhan-la…', 'indices': [54, 77]}]","The Chinese Communist Party must be held accountable!
https://t.co/Y3cuHTxH2K",1080477288955826176,1422217497944678401,5674766,NA,NA,Mark E. Green,1964-11-08,Republican,rep,TN
2021-08-02T15:35:54Z,[],"We can’t be complacent with remaining competitive with #China, we need to stay ahead of China. This is why I cosponsored @RepJimBanks's bill that would counter the growing threat of the Chinese Communist Party and strengthen the United States’ national security. @RepublicanStudy",1262531473057423361,1422219616399597570,5825256,NA,NA,Mike Garcia,1976-04-24,Republican,rep,CA
2021-08-02T15:36:20Z,"[{'url': 'https://t.co/YEasiHpklm', 'expanded_url': 'https://thehill.com/policy/international/565851-gop-report-on-covid-19-origins-hones-in-on-lab-leak-theory?rl=1', 'display_url': 'thehill.com/policy/interna…', 'indices': [272, 295]}]","The evidence continues to mount that COVID-19 came from the Wuhan Lab. The Chinese Communist Party has MUCH to pay for &amp; their allies in the US, WHO, &amp; elsewhere need to knock off the useful idiot roleplaying &amp; stop assisting with the cover-up &amp; excuses. 
https://t.co/YEasiHpklm",2750127259,1422219723207553025,5728488,NA,NA,Lee M. Zeldin,1980-01-30,Republican,rep,NY
2021-08-02T16:10:21Z,"[{'url': 'https://t.co/eUGp60AMlM', 'expanded_url': 'https://www.news.com.au/technology/innovation/military/beijings-threatens-uk-after-hms-queen-elizabeth-enters-south-china-sea/news-story/4ddfafdb82dcdb40f7adc6374d60c4ce', 'display_url': 'news.com.au/technology/inn…', 'indices': [178, 201]}]","China's version of ""peace and stability"" is for the world to allow the CCP to claim whatever land or sea it wants. The Chinese government has no claim over the South China Sea.

https://t.co/eUGp60AMlM",2862577383,1422228284788588545,5733258,NA,NA,Ken Buck,1959-02-16,Republican,rep,CO
2021-08-02T16:34:41Z,"[{'url': 'https://t.co/MO3yeZbU2T', 'expanded_url': 'https://www.politico.com/news/2021/07/29/republicans-gensler-chinese-companies-501579', 'display_url': 'politico.com/news/2021/07/2…', 'indices': [252, 275]}]","With the recent crackdown by the Chinese Communist Party on Chinese companies listed on U.S. securities exchanges, I joined my colleagues on a letter to @SECGov calling for immediate and robust action on foreign companies trading in the United States. https://t.co/MO3yeZbU2T",1048784496,1422234410167029764,5665966,NA,NA,Kevin Cramer,1961-01-21,Republican,sen,ND
2021-08-02T19:27:53Z,"[{'url': 'https://t.co/Vr4maDiKCG', 'expanded_url': 'https://twitter.com/HouseForeignGOP/status/1422187258036342785', 'display_url': 'twitter.com/HouseForeignGO…', 'indices': [175, 198]}]",This blockbuster report from @HouseForeignGOP sheds critical light on the origins of COVID-19. I am determined to work with my @HouseGOP colleagues to hold China accountable. https://t.co/Vr4maDiKCG,935033864,1422277994027098117,5812677,NA,NA,Richard Hudson,1971-11-04,Republican,rep,NC
2021-08-02T19:52:24Z,"[{'url': 'https://t.co/XQplByVmGJ', 'expanded_url': 'https://www.foxnews.com/world/wuhan-lab-report-raises-further-questions-about-possible-covid-19-lab-leak', 'display_url': 'foxnews.com/world/wuhan-la…', 'indices': [252, 275]}]","Communist China is refusing to fully cooperate with efforts to get to the bottom of the COVID-19 outbreak.
 
Unsurprising—but completely unacceptable.
 
As we work to shed light on the origins of this virus, we must ensure the CCP is held accountable. https://t.co/XQplByVmGJ",2856787757,1422284164951334920,5731376,NA,NA,Joni Ernst,1970-07-01,Republican,sen,IA
2021-08-02T19:54:16Z,"[{'url': 'https://t.co/hut5Idpskt', 'expanded_url': 'https://podcasts.apple.com/us/podcast/all-americans-should-stand-with-cuba/id1566164487?i=1000530509483', 'display_url': 'podcasts.apple.com/us/podcast/all…', 'indices': [238, 261]}]","At the end of the day, it’s about more than just Cuba.
 
Communist regimes like China &amp; Russia don’t want freedom. The socialists here don’t want freedom.
 
The Cuban protests pose a threat to anyone that supports tyranny. Listen⬇️
 
https://t.co/hut5Idpskt",4205133682,1422284634734350338,5763040,NA,NA,Guy Reschenthaler,1983-04-17,Republican,rep,PA
2021-08-02T20:06:38Z,[],"Excellent discussion w/Amb @KarenPierceUK on the need for U.S.-UK cooperation on crucial security issues like China, Iran, Russia, &amp; COVID-19. Also great to discuss ways to grow Tennessee-UK economic cooperation. So pleased to have such an experienced ally in @UKinUSA embassy. https://t.co/8EYlNXaWzV",1346873610875654147,1422287745603575809,5834670,NA,NA,Bill Hagerty,1959-08-14,Republican,sen,TN
2021-08-02T20:30:59Z,[],The @China_TaskForce that I serve on will continue to work to deliver answers about COVID-19 to the American people.,1089334250,1422293877030113284,5680636,1089334250,1422293791097167875,Andy Barr,1973-07-24,Republican,rep,KY
2021-08-02T20:33:00Z,"[{'url': 'https://t.co/WAqfccWUjE', 'expanded_url': 'https://gop-foreignaffairs.house.gov/finalcovid-19pandemicoriginsreport/', 'display_url': 'gop-foreignaffairs.house.gov/finalcovid-19p…', 'indices': [204, 227]}]","It's no secret that the Chinese Communist Party (CCP) lied to the world during the beginning of COVID-19.

Read @RepMcCaul's addendum to the origins of COVID-19 report, which outlines the CCP's cover up.
https://t.co/WAqfccWUjE",1054381765224210432,1422294381986471937,5666479,NA,NA,Anthony Gonzalez,1984-09-19,Republican,rep,OH
2021-08-02T20:55:22Z,"[{'url': 'https://t.co/9ra0hfrJLO', 'expanded_url': 'https://www.foxnews.com/world/wuhan-lab-report-raises-further-questions-about-possible-covid-19-lab-leak#&_intcmp=hp1bt3', 'display_url': 'foxnews.com/world/wuhan-la…', 'indices': [200, 223]}]","The more we learn, the more it becomes absolutely necessary for a thorough and independent investigation into the origins of COVID-19.

China must be held accountable for their lies and manipulation.
https://t.co/9ra0hfrJLO",1276232539510919168,1422300013552619529,5826960,NA,NA,Chris Jacobs,1966-11-28,Republican,rep,NY
2021-08-02T21:35:18Z,[],"It is mind-boggling that this Administration has failed to investigate the origins of a virus that killed millions of people worldwide.

Why is Joe Biden so afraid of China?

@FoxBusiness https://t.co/JlRzULvGsD",1083125649609506816,1422310062551359494,5679560,NA,NA,W. Gregory Steube,1978-05-19,Republican,rep,FL
2021-08-02T22:40:00Z,[],"I am cosponsoring @RepHartzler's HR 4821, which would hold accountable senior officials of the Government of the People's Republic of China who are responsible for, complicit in, or have directly persecuted Christians in China. I won't stand for the CCP targeting people of faith.",237299871,1422326342775885825,5713653,NA,NA,Mo Brooks,1954-04-29,Republican,rep,AL
2021-08-02T23:09:07Z,[],"America's top health officials have mislead the public on the Chinese origins of COVID-19. And Dr. Fauci may have censored doctors who tried to sound the alarm.

It's time we get answers. It's time we get Dr. Fauci's unredacted emails. @newsmax https://t.co/6gI4LHrA94",1274852794206388225,1422333671802036226,5824427,NA,NA,James Comer,1972-08-19,Republican,rep,KY
2021-08-02T23:17:39Z,"[{'url': 'https://t.co/c06lpE6Lnh', 'expanded_url': 'https://sen.gov/P024', 'display_url': 'sen.gov/P024', 'indices': [60, 83]}]",Spoke w/@SquawkCNBC about .@SenJohnKennedy &amp; my letter (https://t.co/c06lpE6Lnh) urging @SECgov to enforce transparency requirements for US-listed Chinese companies. The debacle w/ Chinese ride-share company #Didi &amp; the #CCP showed the significant risk for American investors. https://t.co/HubvWgj8FR,2891210047,1422335820082593792,5734931,NA,NA,Dan Sullivan,1964-11-13,Republican,sen,AK
2021-08-02T23:24:58Z,[],"@SquawkCNBC @SenJohnKennedy @SECGov @GaryGensler One of those critical tools is the Holding Foreign Companies Accountable Act. 

The law says, if you’re a Chinese company listed in the U.S., you must undergo the same audits that an American company has to. It’s simply an issue of fairness and leveling the playing field. https://t.co/ckeVlF3WmK",2891210047,1422337659486314499,5734929,2891210047,1422337027186511873,Dan Sullivan,1964-11-13,Republican,sen,AK
2021-08-03T02:17:47Z,[],The Chinese Communist Party is power-hungry and desperately filling the void left by the Biden administration https://t.co/ArR4xCXBss,278145569,1422381150765522945,5861044,NA,NA,Marsha Blackburn,1952-06-06,Republican,sen,TN
2021-08-03T14:38:55Z,[],"As a co-chair of the China Accountability Task Force, I will work to ensure we hold China accountable and deliver Americans the transparency and answers they deserve.",1262531473057423361,1422567664246042625,5861698,1262531473057423361,1422567663285506050,Mike Garcia,1976-04-24,Republican,rep,CA
2021-08-03T14:53:01Z,"[{'url': 'https://t.co/RdtQ5duuXF', 'expanded_url': 'https://youtu.be/zScYyNFsEAE', 'display_url': 'youtu.be/zScYyNFsEAE', 'indices': [169, 192]}]","Malliotakis on @FoxNews’ The Story with @tracegallagher: New Details in COVID-19 Origins Investigation Shows Massive Coverup by the Chinese Communist Party. 

WATCH ⬇️

https://t.co/RdtQ5duuXF",1344750588026900481,1422571211758964739,5861859,NA,NA,Nicole Malliotakis,1980-11-11,Republican,rep,NY
2021-08-03T14:56:53Z,"[{'url': 'https://t.co/JNAVSYKEqj', 'expanded_url': 'https://twitter.com/AP_Sports/status/1422082732612624385', 'display_url': 'twitter.com/AP_Sports/stat…', 'indices': [281, 304]}]","We must move the 2022 @Olympics out of Communist China.
 
If its horrific human rights abuses aren't reason enough, there's also real danger for our athletes &amp; those covering the games if they dare to offend the weak &amp; sensitive communist leadership.
 
Beijing isn't safe. https://t.co/JNAVSYKEqj",131546062,1422572186041262086,5861713,NA,NA,Rick Scott,1952-12-01,Republican,sen,FL
2021-08-03T15:04:57Z,"[{'url': 'https://t.co/qFP9wXfB12', 'expanded_url': 'https://twitter.com/CBSNews/status/1422564672058834964', 'display_url': 'twitter.com/CBSNews/status…', 'indices': [122, 145]}]","Your liberties are not optional, they should never be conditioned.
  
This is straight out of Communist China’s playbook. https://t.co/qFP9wXfB12",1176522535531360257,1422574213739827201,5861669,NA,NA,Dan Bishop,1964-07-01,Republican,rep,NC
2021-08-03T15:14:41Z,"[{'url': 'https://t.co/oXgiB7vQNz', 'expanded_url': 'https://www.wsj.com/articles/behind-the-rise-of-u-s-solar-power-a-mountain-of-chinese-coal-11627734770?st=4p1iwml935fgi04&reflink=article_email_share', 'display_url': 'wsj.com/articles/behin…', 'indices': [205, 228]}]","American companies can’t continue to rely on the CCP to manufacture our goods. China’s regime that relies on forced labor to create supplies, including solar panels, should not benefit from U.S. dollars.

https://t.co/oXgiB7vQNz",278145569,1422576664605859845,5862413,NA,NA,Marsha Blackburn,1952-06-06,Republican,sen,TN
2021-08-03T15:26:45Z,"[{'url': 'https://t.co/JecBIO36pz', 'expanded_url': 'https://www.breitbart.com/politics/2021/08/02/exclusive-rep-ted-budd-bipartisan-infrastructure-bill-cryptocurrency-tax-devastating-for-north-carolina-american-jobs/', 'display_url': 'breitbart.com/politics/2021/…', 'indices': [193, 216]}]","The infrastructure bill's $30 billion in #crypto taxes would destroy American jobs by forcing digital innovation offshore to countries like China.

America should be leading the world on this.
https://t.co/JecBIO36pz",817138492614524928,1422579699318992902,5862837,NA,NA,Ted Budd,1971-10-21,Republican,rep,NC
2021-08-03T15:57:31Z,[],"Catch me at 4 PM CST today on @kfabnews. I’ll be discussing ongoing dynamics with the #budget, #agriculture, and #China’s aggression.",18805303,1422587445065965570,5862106,NA,NA,Jeff Fortenberry,1960-12-27,Republican,rep,NE
2021-08-03T16:17:26Z,"[{'url': 'https://t.co/bYrdRiuAtT', 'expanded_url': 'https://gop-foreignaffairs.house.gov/wp-content/uploads/2021/08/ORIGINS-OF-COVID-19-REPORT.pdf', 'display_url': 'gop-foreignaffairs.house.gov/wp-content/upl…', 'indices': [228, 251]}]",Check out the latest from @HouseForeignGOP – more evidence of the #CCP cover up of the lab leak. COVID may have started circulating in late summer of 2019 based on the latest info. It’s time to hold Communist China accountable! https://t.co/bYrdRiuAtT,1083474782602125318,1422592453471838209,5861595,NA,NA,Jim Hagedorn,1962-08-04,Republican,rep,MN
2021-08-03T16:31:37Z,"[{'url': 'https://t.co/svpbCwgMJv', 'expanded_url': 'https://twitter.com/US_Stratcom/status/1420149192203374603', 'display_url': 'twitter.com/US_Stratcom/st…', 'indices': [283, 306]}]","China continues to use sleight of hand to deceive the world. From obscuring the roots of the COVID pandemic to the rapid growth of its nuclear arsenal, China will continue to coerce, co-opt, &amp; conceal its way to parity with the U.S. The #PRC bears watching. #StrategicDeterrence https://t.co/svpbCwgMJv",818975124460335106,1422596023172599808,5862859,NA,NA,Don Bacon,1963-08-16,Republican,rep,NE
2021-08-03T16:59:32Z,"[{'url': 'https://t.co/k0r80VYnLK', 'expanded_url': 'https://www.nationalreview.com/magazine/2021/08/02/how-to-win-this-cold-war/', 'display_url': 'nationalreview.com/magazine/2021/…', 'indices': [254, 277]}]","China’s economic predation has yielded extraordinary profits thanks to easy prey and neglectful shepherds. 

An American strategy of strength shaped by economic reality — not the wishful thinking of appeasers — would ensure our success in this cold war. https://t.co/k0r80VYnLK",968650362,1422603050716483591,5862913,NA,NA,Tom Cotton,1977-05-13,Republican,sen,AR
2021-08-03T18:26:58Z,"[{'url': 'https://t.co/FGPgnGUn66', 'expanded_url': 'https://www.foxnews.com/media/media-silent-on-bombshell-wuhan-lab-report', 'display_url': 'foxnews.com/media/media-si…', 'indices': [168, 191]}]","⚠️MUST-READ: A recent report from ⁦@HouseForeignGOP⁩ stated that China could’ve been covering up COVID-19 since SEPTEMBER 2019.
 
Congress MUST hold China accountable. https://t.co/FGPgnGUn66",51228911,1422625053003366400,5862663,NA,NA,Michael R. Turner,1960-01-11,Republican,rep,OH
2021-08-03T18:27:15Z,[],"China is continuing to block investigation into the early days of the COVID-19 pandemic, including how it first spread. After a chilling briefing this morning from health experts, I’m convinced we need to come down hard on Chinese obstruction to help prevent another pandemic.",278124059,1422625122863702018,5862405,NA,NA,Richard Blumenthal,1946-02-13,Democrat,sen,CT
2021-08-03T18:42:55Z,[],The #ChineseCommunistParty spent months covering up the COVID-19 outbreak instead of warning the world. Our government needs to hold the CCP accountable and eliminating funding the Wuhan Institute of Virology with American taxpayer dollars is a good place to start. https://t.co/wJppitddRF,1028854804087492613,1422629066486726663,5861262,NA,NA,Tim Burchett,1964-08-25,Republican,rep,TN
2021-08-03T19:12:32Z,"[{'url': 'https://t.co/ZlqeH2wCnU', 'expanded_url': 'https://www.facebook.com/freedomcaucus/videos/557196571987306', 'display_url': 'facebook.com/freedomcaucus/…', 'indices': [220, 243]}]",".@freedomcaucus just hosted PhD virologist and independent COVID expert Dr. Li-Meng Yan to discuss her claims that the Chinese government intentionally manufactured and released the COVID-19 virus.

Check it out below:

https://t.co/ZlqeH2wCnU",816652616625168388,1422636521417592832,5862813,NA,NA,Andy Biggs,1958-11-07,Republican,rep,AZ
2021-08-03T20:45:08Z,"[{'url': 'https://t.co/4dAWhGsuD7', 'expanded_url': 'https://www.newsmaxtv.com/Shows/John-Bachman-Now/vid/1_kw939k2e', 'display_url': 'newsmaxtv.com/Shows/John-Bac…', 'indices': [225, 248]}]",Great conversation with @JohnFBachman on Newsmax about what Republicans are discovering about China's Covid culpability -- as well as our amazing Salute to Vietnam Veterans events all this week in California's 50th District. https://t.co/4dAWhGsuD7,63650107,1422659826237296646,5862689,NA,NA,Darrell Issa,1953-11-01,Republican,rep,CA
2021-08-03T21:01:20Z,"[{'url': 'https://t.co/IFreT55EMq', 'expanded_url': 'https://malinowski.house.gov/media/press-releases/representative-malinowski-prioritizes-electrification-2022-budget', 'display_url': 'malinowski.house.gov/media/press-re…', 'indices': [245, 268]}]","Amid the threat of a warming climate and aggressive investments in green technologies by strategic competitors like China, we must invest in renewable energy. This funding will help us address the climate crisis with the urgency it demands. -TM
https://t.co/IFreT55EMq",1080898026418384897,1422663902899408902,5861535,NA,NA,Tom Malinowski,1965-09-23,Democrat,rep,NJ
2021-08-03T22:15:00Z,"[{'url': 'https://t.co/6G3hI0JNa0', 'expanded_url': 'https://www.telegraphherald.com/news/public_announcements/article_75dc5a6b-7d20-5627-bd2b-e3a85b08ce9c.html', 'display_url': 'telegraphherald.com/news/public_an…', 'indices': [269, 292]}]","Bringing critical supply chains home will ensure we don’t keep losing U.S. jobs to China &amp; will keep our communities growing &amp; thriving. #IA01

Read more on how @marcorubio &amp; I want to create jobs at home &amp; simultaneously bolster our national security: https://t.co/6G3hI0JNa0",1340783304304410625,1422682438724034561,5861757,NA,NA,Ashley Hinson,1983-06-27,Republican,rep,IA
2021-08-03T23:47:40Z,"[{'url': 'https://t.co/8bCkOFs6q7', 'expanded_url': 'https://twitter.com/housegop/status/1422567006025523202', 'display_url': 'twitter.com/housegop/statu…', 'indices': [32, 55]}]",China MUST be held accountable. https://t.co/8bCkOFs6q7,1344007696555663360,1422705760161746944,5861818,NA,NA,Madison Cawthorn,1995-08-01,Republican,rep,NC
2021-08-04T01:37:00Z,"[{'url': 'https://t.co/HcpOYf6rhL', 'expanded_url': 'https://www.washingtontimes.com/news/2021/aug/3/lawmakers-say-chinese-investment-us-farmland-poses/', 'display_url': 'washingtontimes.com/news/2021/aug/…', 'indices': [249, 272]}]","""Between 2010 and 2019, Chinese holdings in U.S. agricultural land grew from 75 parcels totaling 13,720 acres to 263 parcels totaling 191,652 acres, according to Agriculture Department data.""

America cannot allow China to control our food supply.

https://t.co/HcpOYf6rhL",2930635215,1422733273701130240,5862462,NA,NA,Dan Newhouse,1955-07-10,Republican,rep,WA
2021-08-04T13:20:05Z,"[{'url': 'https://t.co/IJ37WkizeU', 'expanded_url': 'https://radio.foxnews.com/', 'display_url': 'radio.foxnews.com', 'indices': [171, 194]}]","TUNE IN: I’ll be live on @foxnewsradio this morning around 9:30 ET/8:30 CT with my friend @jasoninthehouse to talk China, infrastructure, and other issues facing America. https://t.co/IJ37WkizeU",1274852794206388225,1422910211581521921,5863475,NA,NA,James Comer,1972-08-19,Republican,rep,KY
2021-08-04T13:22:40Z,"[{'url': 'https://t.co/H7a4w9PC7o', 'expanded_url': 'https://www.facebook.com/freedomcaucus/videos/557196571987306/', 'display_url': 'facebook.com/freedomcaucus/…', 'indices': [225, 248]}]","Yesterday, the House Freedom Caucus had the opportunity to question Dr. Li-Meng Yan about the origins of COVID, the threat presented by Communist China, and the merits of mask and vaccine mandates. View the full video below.
https://t.co/H7a4w9PC7o",1345536897838436353,1422910862168297477,5863654,NA,NA,Bob Good,1965-09-11,Republican,rep,VA
2021-08-04T14:36:14Z,"[{'url': 'https://t.co/O8FHkcRW9U', 'expanded_url': 'https://www.nationalreview.com/2021/07/conservatives-take-aim-at-democrats-anemic-china-bills/', 'display_url': 'nationalreview.com/2021/07/conser…', 'indices': [261, 284]}]","We must do more to confront the #CCP. I'm proud to support the #CounteringChinaAct, which holds China accountable for human rights abuses against Uyghurs, encourages companies to relocate from China to US, &amp; protects intellectual property. @RepublicanStudy https://t.co/O8FHkcRW9U",1345135363761852416,1422929376103079937,5863638,NA,NA,Randy Feenstra,1969-01-14,Republican,rep,IA
2021-08-04T15:00:00Z,"[{'url': 'https://t.co/iNnuzYZNca', 'expanded_url': 'https://www.nationalreview.com/2021/07/the-urgency-of-ending-roe-v-wade/', 'display_url': 'nationalreview.com/2021/07/the-ur…', 'indices': [187, 210]}]","Only seven countries allow elective abortions after 20 weeks of pregnancy -- including China, North Korea, and the United States.

Our inclusion in such an unseemly group is unsettling.

https://t.co/iNnuzYZNca",264219447,1422935357377683457,5864072,NA,NA,Roger F. Wicker,1951-07-05,Republican,sen,MS
2021-08-04T15:22:09Z,[],17 GOP senators joined me in introducing legislation that ends lending to China from multilateral development banks. China is the second largest economy &amp; the largest single creditor in the world. They should not still be receiving loans from these banks.,202206694,1422940929221087236,5863847,NA,NA,John Barrasso,1952-07-21,Republican,sen,WY
2021-08-04T15:22:26Z,"[{'url': 'https://t.co/bLSyz2CBQy', 'expanded_url': 'https://www.barrasso.senate.gov/public/index.cfm/news-releases?ID=5291A80F-D940-4AA8-9F4E-4F5DA89B42BA', 'display_url': 'barrasso.senate.gov/public/index.c…', 'indices': [163, 186]}]",Our legislation ensures the Chinese Communist Party can no longer take advantage of low-cost loans subsidized by U.S. taxpayers at multilateral development banks. https://t.co/bLSyz2CBQy,202206694,1422941001455489028,5863846,202206694,1422940929221087236,John Barrasso,1952-07-21,Republican,sen,WY
2021-08-04T15:37:53Z,"[{'url': 'https://t.co/S14TKBphmG', 'expanded_url': 'https://twitter.com/KWWL/status/1422931362223382528', 'display_url': 'twitter.com/KWWL/status/14…', 'indices': [288, 311]}]","The WHO pandered to China &amp; aided the CCP’s cover-up instead of protecting the world from the COVID-19 pandemic, &amp; now they want to prevent Americans from getting a booster vaccine against COVID-19? Just ridiculous—I’ll stand against any attempt to appease this suggestion. #IA01 https://t.co/S14TKBphmG",1340783304304410625,1422944889122263041,5863537,NA,NA,Ashley Hinson,1983-06-27,Republican,rep,IA
2021-08-04T16:49:25Z,"[{'url': 'https://t.co/Snm2WyHEbS', 'expanded_url': 'https://apnews.com/article/2020-tokyo-olympics-china-mao-pins-62e3a9a9f4c71629b64b2026d0304c34', 'display_url': 'apnews.com/article/2020-t…', 'indices': [146, 169]}]","Mao Zedong, founder of Communist China, has no place within the Olympic Games or anywhere for that matter. Take your dear leader somewhere else.

https://t.co/Snm2WyHEbS",278145569,1422962891981037572,5864092,NA,NA,Marsha Blackburn,1952-06-06,Republican,sen,TN
2021-08-04T18:04:16Z,"[{'url': 'https://t.co/yA5gFjcidF', 'expanded_url': 'http://www.taiwannews.com.tw/en/news/4260392', 'display_url': 'taiwannews.com.tw/en/news/4260392', 'indices': [232, 255]}]","As Co-Chair of the Taiwan Caucus, I applaud House adoption of an amendment I offered with @RepTiffany  to the State Dept. funding bill that would prevent State from buying/making/displaying maps that show #Taiwan as part of #China. https://t.co/yA5gFjcidF",237750442,1422981730114449420,5863984,NA,NA,Steve Chabot,1953-01-22,Republican,rep,OH
2021-08-04T18:18:16Z,"[{'url': 'https://t.co/omV2olYrlt', 'expanded_url': 'https://www.rubio.senate.gov/public/index.cfm?p=Press-Releases&id=4626C7D2-0BA3-406A-B42A-6B0A697DBC11', 'display_url': 'rubio.senate.gov/public/index.c…', 'indices': [264, 287]}]","Sen Rubio &amp; @SenCortezMasto reintroduced the Countering the Chinese Government &amp; Communist Party’s Political Influence Operations Act, which aims to combat the #CCP's political influence operations in the United States &amp; around the world.

Read more 👇
https://t.co/omV2olYrlt",229966028,1422985251249430533,5863915,NA,NA,Marco Rubio,1971-05-28,Republican,sen,FL
2021-08-04T18:53:56Z,"[{'url': 'https://t.co/Tyw5QeoKn5', 'expanded_url': 'https://www.foxnews.com/politics/biden-atf-chipman-senate-china-propaganda.amp?__twitter_impression=true', 'display_url': 'foxnews.com/politics/biden…', 'indices': [204, 227]}]","This is concerning: a nominee should know to disclose an appearance on a Chinese Communist Party news outlet.

The nomination of David Chipman to lead ATF continues to raise questions that need answers. 
https://t.co/Tyw5QeoKn5",1096059529,1422994226518937600,5863428,NA,NA,James E. Risch,1943-05-03,Republican,sen,ID
