,model_name,training_method,balance,sampling_size,sort_by_time,partition_ratio,seed_size,unlabeled_size,test_size,val_score,accuracy,f1_micro,f1_macro,f1_weighted,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted
139,Random Forest Classifier,random_sampling,True,300,True,"[0.5, 0.25, 0.25]",207,102,108,0.677,0.602,0.602,0.573,0.573,0.602,0.578,0.578,0.602,0.602,0.602
140,Random Forest Classifier,random_sampling,True,300,True,"[0.6, 0.2, 0.2]",249,81,87,0.573,0.598,0.598,0.575,0.575,0.598,0.574,0.574,0.598,0.598,0.598
141,Random Forest Classifier,random_sampling,True,300,True,"[0.8, 0.1, 0.1]",333,39,45,0.685,0.578,0.578,0.551,0.551,0.578,0.576,0.576,0.578,0.578,0.578
142,Random Forest Classifier,random_sampling,True,300,False,"[0.5, 0.25, 0.25]",207,102,108,0.658,0.537,0.537,0.497,0.497,0.537,0.496,0.496,0.537,0.537,0.537
143,Random Forest Classifier,random_sampling,True,300,False,"[0.6, 0.2, 0.2]",249,81,87,0.645,0.632,0.632,0.607,0.607,0.632,0.658,0.658,0.632,0.632,0.632
144,Random Forest Classifier,random_sampling,True,300,False,"[0.8, 0.1, 0.1]",333,39,45,0.677,0.422,0.422,0.406,0.406,0.422,0.396,0.396,0.422,0.422,0.422
145,Random Forest Classifier,random_sampling,True,600,True,"[0.5, 0.25, 0.25]",207,102,108,0.802,0.62,0.62,0.605,0.605,0.62,0.606,0.606,0.62,0.62,0.62
146,Random Forest Classifier,random_sampling,True,600,True,"[0.6, 0.2, 0.2]",249,81,87,0.853,0.575,0.575,0.541,0.541,0.575,0.545,0.545,0.575,0.575,0.575
147,Random Forest Classifier,random_sampling,True,600,True,"[0.8, 0.1, 0.1]",333,39,45,0.807,0.644,0.644,0.641,0.641,0.644,0.699,0.699,0.644,0.644,0.644
148,Random Forest Classifier,random_sampling,True,600,False,"[0.5, 0.25, 0.25]",207,102,108,0.815,0.565,0.565,0.543,0.543,0.565,0.552,0.552,0.565,0.565,0.565
149,Random Forest Classifier,random_sampling,True,600,False,"[0.6, 0.2, 0.2]",249,81,87,0.818,0.586,0.586,0.577,0.577,0.586,0.579,0.579,0.586,0.586,0.586
150,Random Forest Classifier,random_sampling,True,600,False,"[0.8, 0.1, 0.1]",333,39,45,0.818,0.489,0.489,0.471,0.471,0.489,0.461,0.461,0.489,0.489,0.489
151,Random Forest Classifier,random_sampling,False,0,True,"[0.5, 0.25, 0.25]",3682,1840,1843,0.961,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
152,Random Forest Classifier,random_sampling,False,0,True,"[0.6, 0.2, 0.2]",4418,1471,1476,0.958,0.959,0.959,0.346,0.939,0.959,0.653,0.941,0.959,0.343,0.959
153,Random Forest Classifier,random_sampling,False,0,True,"[0.8, 0.1, 0.1]",5891,735,739,0.963,0.957,0.957,0.326,0.936,0.957,0.319,0.915,0.957,0.333,0.957
154,Random Forest Classifier,random_sampling,False,0,False,"[0.5, 0.25, 0.25]",3682,1840,1843,0.961,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
155,Random Forest Classifier,random_sampling,False,0,False,"[0.6, 0.2, 0.2]",4418,1471,1476,0.958,0.958,0.958,0.326,0.937,0.958,0.319,0.918,0.958,0.333,0.958
156,Random Forest Classifier,random_sampling,False,0,False,"[0.8, 0.1, 0.1]",5891,735,739,0.963,0.958,0.958,0.363,0.939,0.958,0.653,0.94,0.958,0.353,0.958
157,Random Forest Classifier,random_sampling,False,50,True,"[0.5, 0.25, 0.25]",3682,1840,1843,0.967,0.958,0.958,0.326,0.938,0.958,0.319,0.918,0.958,0.333,0.958
158,Random Forest Classifier,random_sampling,False,50,True,"[0.6, 0.2, 0.2]",4418,1471,1476,0.962,0.959,0.959,0.346,0.939,0.959,0.653,0.941,0.959,0.343,0.959
159,Random Forest Classifier,random_sampling,False,50,True,"[0.8, 0.1, 0.1]",5891,735,739,0.962,0.957,0.957,0.326,0.936,0.957,0.319,0.915,0.957,0.333,0.957
160,Random Forest Classifier,random_sampling,False,50,False,"[0.5, 0.25, 0.25]",3682,1840,1843,0.967,0.958,0.958,0.326,0.938,0.958,0.319,0.918,0.958,0.333,0.958
161,Random Forest Classifier,random_sampling,False,50,False,"[0.6, 0.2, 0.2]",4418,1471,1476,0.962,0.958,0.958,0.326,0.937,0.958,0.319,0.918,0.958,0.333,0.958
162,Random Forest Classifier,random_sampling,False,50,False,"[0.8, 0.1, 0.1]",5891,735,739,0.962,0.957,0.957,0.326,0.936,0.957,0.319,0.915,0.957,0.333,0.957
163,Random Forest Classifier,random_sampling,False,100,True,"[0.5, 0.25, 0.25]",3682,1840,1843,0.956,0.958,0.958,0.326,0.938,0.958,0.319,0.918,0.958,0.333,0.958
164,Random Forest Classifier,random_sampling,False,100,True,"[0.6, 0.2, 0.2]",4418,1471,1476,0.96,0.958,0.958,0.326,0.937,0.958,0.319,0.918,0.958,0.333,0.958
165,Random Forest Classifier,random_sampling,False,100,True,"[0.8, 0.1, 0.1]",5891,735,739,0.952,0.957,0.957,0.326,0.936,0.957,0.319,0.915,0.957,0.333,0.957
166,Random Forest Classifier,random_sampling,False,100,False,"[0.5, 0.25, 0.25]",3682,1840,1843,0.956,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
167,Random Forest Classifier,random_sampling,False,100,False,"[0.6, 0.2, 0.2]",4418,1471,1476,0.96,0.959,0.959,0.346,0.939,0.959,0.653,0.941,0.959,0.343,0.959
168,Random Forest Classifier,random_sampling,False,100,False,"[0.8, 0.1, 0.1]",5891,735,739,0.952,0.957,0.957,0.326,0.936,0.957,0.319,0.915,0.957,0.333,0.957
169,Random Forest Classifier,random_sampling,False,300,True,"[0.5, 0.25, 0.25]",3682,1840,1843,0.969,0.958,0.958,0.326,0.938,0.958,0.319,0.918,0.958,0.333,0.958
170,Random Forest Classifier,random_sampling,False,300,True,"[0.6, 0.2, 0.2]",4418,1471,1476,0.959,0.958,0.958,0.326,0.937,0.958,0.319,0.918,0.958,0.333,0.958
171,Random Forest Classifier,random_sampling,False,300,True,"[0.8, 0.1, 0.1]",5891,735,739,0.964,0.957,0.957,0.326,0.936,0.957,0.319,0.915,0.957,0.333,0.957
172,Random Forest Classifier,random_sampling,False,300,False,"[0.5, 0.25, 0.25]",3682,1840,1843,0.969,0.958,0.958,0.326,0.938,0.958,0.319,0.918,0.958,0.333,0.958
173,Random Forest Classifier,random_sampling,False,300,False,"[0.6, 0.2, 0.2]",4418,1471,1476,0.959,0.958,0.958,0.326,0.937,0.958,0.319,0.918,0.958,0.333,0.958
174,Random Forest Classifier,random_sampling,False,300,False,"[0.8, 0.1, 0.1]",5891,735,739,0.964,0.958,0.958,0.363,0.939,0.958,0.653,0.94,0.958,0.353,0.958
175,Random Forest Classifier,random_sampling,False,600,True,"[0.5, 0.25, 0.25]",3682,1840,1843,0.965,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
176,Random Forest Classifier,random_sampling,False,600,True,"[0.6, 0.2, 0.2]",4418,1471,1476,0.956,0.959,0.959,0.346,0.939,0.959,0.653,0.941,0.959,0.343,0.959
177,Random Forest Classifier,random_sampling,False,600,True,"[0.8, 0.1, 0.1]",5891,735,739,0.968,0.958,0.958,0.363,0.939,0.958,0.653,0.94,0.958,0.353,0.958
178,Random Forest Classifier,random_sampling,False,600,False,"[0.5, 0.25, 0.25]",3682,1840,1843,0.965,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
179,Random Forest Classifier,random_sampling,False,600,False,"[0.6, 0.2, 0.2]",4418,1471,1476,0.957,0.959,0.959,0.346,0.939,0.959,0.653,0.941,0.959,0.343,0.959
180,Random Forest Classifier,random_sampling,False,600,False,"[0.8, 0.1, 0.1]",5891,735,739,0.968,0.958,0.958,0.363,0.939,0.958,0.653,0.94,0.958,0.353,0.958
181,Random Forest Classifier,active_learning,True,0,True,"[0.5, 0.25, 0.25]",207,102,108,0.572,0.546,0.546,0.536,0.536,0.546,0.536,0.536,0.546,0.546,0.546
182,Random Forest Classifier,active_learning,True,0,True,"[0.6, 0.2, 0.2]",249,81,87,0.46,0.563,0.563,0.555,0.555,0.563,0.552,0.552,0.563,0.563,0.563
183,Random Forest Classifier,active_learning,True,0,True,"[0.8, 0.1, 0.1]",333,39,45,0.626,0.6,0.6,0.571,0.571,0.6,0.625,0.625,0.6,0.6,0.6
184,Random Forest Classifier,active_learning,True,0,False,"[0.5, 0.25, 0.25]",207,102,108,0.358,0.556,0.556,0.526,0.526,0.556,0.516,0.516,0.556,0.556,0.556
185,Random Forest Classifier,active_learning,True,0,False,"[0.6, 0.2, 0.2]",249,81,87,0.52,0.54,0.54,0.505,0.505,0.54,0.502,0.502,0.54,0.54,0.54
186,Random Forest Classifier,active_learning,True,0,False,"[0.8, 0.1, 0.1]",333,39,45,0.609,0.467,0.467,0.428,0.428,0.467,0.415,0.415,0.467,0.467,0.467
187,Random Forest Classifier,active_learning,True,50,True,"[0.5, 0.25, 0.25]",207,102,108,0.482,0.574,0.574,0.571,0.571,0.574,0.568,0.568,0.574,0.574,0.574
188,Random Forest Classifier,active_learning,True,50,True,"[0.6, 0.2, 0.2]",249,81,87,0.433,0.529,0.529,0.501,0.501,0.529,0.504,0.504,0.529,0.529,0.529
189,Random Forest Classifier,active_learning,True,50,True,"[0.8, 0.1, 0.1]",333,39,45,0.627,0.644,0.644,0.621,0.621,0.644,0.671,0.671,0.644,0.644,0.644
190,Random Forest Classifier,active_learning,True,50,False,"[0.5, 0.25, 0.25]",207,102,108,0.444,0.565,0.565,0.558,0.558,0.565,0.556,0.556,0.565,0.565,0.565
191,Random Forest Classifier,active_learning,True,50,False,"[0.6, 0.2, 0.2]",249,81,87,0.45,0.621,0.621,0.603,0.603,0.621,0.605,0.605,0.621,0.621,0.621
192,Random Forest Classifier,active_learning,True,50,False,"[0.8, 0.1, 0.1]",333,39,45,0.48,0.489,0.489,0.46,0.46,0.489,0.459,0.459,0.489,0.489,0.489
193,Random Forest Classifier,active_learning,True,100,True,"[0.5, 0.25, 0.25]",207,102,108,0.515,0.593,0.593,0.563,0.563,0.593,0.56,0.56,0.593,0.593,0.593
194,Random Forest Classifier,active_learning,True,100,True,"[0.6, 0.2, 0.2]",249,81,87,0.575,0.586,0.586,0.567,0.567,0.586,0.567,0.567,0.586,0.586,0.586
195,Random Forest Classifier,active_learning,True,100,True,"[0.8, 0.1, 0.1]",333,39,45,0.627,0.644,0.644,0.621,0.621,0.644,0.671,0.671,0.644,0.644,0.644
196,Random Forest Classifier,active_learning,True,100,False,"[0.5, 0.25, 0.25]",207,102,108,0.528,0.574,0.574,0.556,0.556,0.574,0.556,0.556,0.574,0.574,0.574
197,Random Forest Classifier,active_learning,True,100,False,"[0.6, 0.2, 0.2]",249,81,87,0.516,0.575,0.575,0.529,0.529,0.575,0.556,0.556,0.575,0.575,0.575
198,Random Forest Classifier,active_learning,True,100,False,"[0.8, 0.1, 0.1]",333,39,45,0.48,0.489,0.489,0.46,0.46,0.489,0.459,0.459,0.489,0.489,0.489
199,Random Forest Classifier,active_learning,True,300,True,"[0.5, 0.25, 0.25]",207,102,108,0.518,0.537,0.537,0.511,0.511,0.537,0.507,0.507,0.537,0.537,0.537
200,Random Forest Classifier,active_learning,True,300,True,"[0.6, 0.2, 0.2]",249,81,87,0.575,0.586,0.586,0.567,0.567,0.586,0.567,0.567,0.586,0.586,0.586
201,Random Forest Classifier,active_learning,True,300,True,"[0.8, 0.1, 0.1]",333,39,45,0.627,0.644,0.644,0.621,0.621,0.644,0.671,0.671,0.644,0.644,0.644
202,Random Forest Classifier,active_learning,True,300,False,"[0.5, 0.25, 0.25]",207,102,108,0.549,0.602,0.602,0.577,0.577,0.602,0.587,0.587,0.602,0.602,0.602
203,Random Forest Classifier,active_learning,True,300,False,"[0.6, 0.2, 0.2]",249,81,87,0.516,0.575,0.575,0.529,0.529,0.575,0.556,0.556,0.575,0.575,0.575
204,Random Forest Classifier,active_learning,True,300,False,"[0.8, 0.1, 0.1]",333,39,45,0.48,0.489,0.489,0.46,0.46,0.489,0.459,0.459,0.489,0.489,0.489
205,Random Forest Classifier,active_learning,True,600,True,"[0.5, 0.25, 0.25]",207,102,108,0.518,0.537,0.537,0.511,0.511,0.537,0.507,0.507,0.537,0.537,0.537
206,Random Forest Classifier,active_learning,True,600,True,"[0.6, 0.2, 0.2]",249,81,87,0.575,0.586,0.586,0.567,0.567,0.586,0.567,0.567,0.586,0.586,0.586
207,Random Forest Classifier,active_learning,True,600,True,"[0.8, 0.1, 0.1]",333,39,45,0.627,0.644,0.644,0.621,0.621,0.644,0.671,0.671,0.644,0.644,0.644
208,Random Forest Classifier,active_learning,True,600,False,"[0.5, 0.25, 0.25]",207,102,108,0.549,0.602,0.602,0.577,0.577,0.602,0.587,0.587,0.602,0.602,0.602
209,Random Forest Classifier,active_learning,True,600,False,"[0.6, 0.2, 0.2]",249,81,87,0.516,0.575,0.575,0.529,0.529,0.575,0.556,0.556,0.575,0.575,0.575
210,Random Forest Classifier,active_learning,True,600,False,"[0.8, 0.1, 0.1]",333,39,45,0.48,0.489,0.489,0.46,0.46,0.489,0.459,0.459,0.489,0.489,0.489
211,Random Forest Classifier,active_learning,False,0,True,"[0.5, 0.25, 0.25]",3682,1840,1843,0.961,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
212,Random Forest Classifier,active_learning,False,0,True,"[0.6, 0.2, 0.2]",4418,1471,1476,0.958,0.959,0.959,0.346,0.939,0.959,0.653,0.941,0.959,0.343,0.959
213,Random Forest Classifier,active_learning,False,0,True,"[0.8, 0.1, 0.1]",5891,735,739,0.963,0.957,0.957,0.326,0.936,0.957,0.319,0.915,0.957,0.333,0.957
214,Random Forest Classifier,active_learning,False,0,False,"[0.5, 0.25, 0.25]",3682,1840,1843,0.961,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
215,Random Forest Classifier,active_learning,False,0,False,"[0.6, 0.2, 0.2]",4418,1471,1476,0.958,0.958,0.958,0.326,0.937,0.958,0.319,0.918,0.958,0.333,0.958
216,Random Forest Classifier,active_learning,False,0,False,"[0.8, 0.1, 0.1]",5891,735,739,0.963,0.958,0.958,0.363,0.939,0.958,0.653,0.94,0.958,0.353,0.958
217,Random Forest Classifier,active_learning,False,50,True,"[0.5, 0.25, 0.25]",3682,1840,1843,0.963,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
218,Random Forest Classifier,active_learning,False,50,True,"[0.6, 0.2, 0.2]",4418,1471,1476,0.962,0.959,0.959,0.346,0.939,0.959,0.653,0.941,0.959,0.343,0.959
219,Random Forest Classifier,active_learning,False,50,True,"[0.8, 0.1, 0.1]",5891,735,739,0.957,0.957,0.957,0.326,0.936,0.957,0.319,0.915,0.957,0.333,0.957
220,Random Forest Classifier,active_learning,False,50,False,"[0.5, 0.25, 0.25]",3682,1840,1843,0.964,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
221,Random Forest Classifier,active_learning,False,50,False,"[0.6, 0.2, 0.2]",4418,1471,1476,0.962,0.959,0.959,0.346,0.939,0.959,0.653,0.941,0.959,0.343,0.959
222,Random Forest Classifier,active_learning,False,50,False,"[0.8, 0.1, 0.1]",5891,735,739,0.959,0.957,0.957,0.326,0.936,0.957,0.319,0.915,0.957,0.333,0.957
223,Random Forest Classifier,active_learning,False,100,True,"[0.5, 0.25, 0.25]",3682,1840,1843,0.955,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
224,Random Forest Classifier,active_learning,False,100,True,"[0.6, 0.2, 0.2]",4418,1471,1476,0.954,0.959,0.959,0.346,0.939,0.959,0.653,0.941,0.959,0.343,0.959
225,Random Forest Classifier,active_learning,False,100,True,"[0.8, 0.1, 0.1]",5891,735,739,0.947,0.957,0.957,0.326,0.936,0.957,0.319,0.915,0.957,0.333,0.957
226,Random Forest Classifier,active_learning,False,100,False,"[0.5, 0.25, 0.25]",3682,1840,1843,0.954,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
227,Random Forest Classifier,active_learning,False,100,False,"[0.6, 0.2, 0.2]",4418,1471,1476,0.959,0.959,0.959,0.346,0.939,0.959,0.653,0.941,0.959,0.343,0.959
228,Random Forest Classifier,active_learning,False,100,False,"[0.8, 0.1, 0.1]",5891,735,739,0.952,0.958,0.958,0.363,0.939,0.958,0.653,0.94,0.958,0.353,0.958
229,Random Forest Classifier,active_learning,False,300,True,"[0.5, 0.25, 0.25]",3682,1840,1843,0.959,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
230,Random Forest Classifier,active_learning,False,300,True,"[0.6, 0.2, 0.2]",4418,1471,1476,0.953,0.958,0.958,0.326,0.937,0.958,0.319,0.918,0.958,0.333,0.958
231,Random Forest Classifier,active_learning,False,300,True,"[0.8, 0.1, 0.1]",5891,735,739,0.962,0.957,0.957,0.326,0.936,0.957,0.319,0.915,0.957,0.333,0.957
232,Random Forest Classifier,active_learning,False,300,False,"[0.5, 0.25, 0.25]",3682,1840,1843,0.961,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
233,Random Forest Classifier,active_learning,False,300,False,"[0.6, 0.2, 0.2]",4418,1471,1476,0.958,0.958,0.958,0.326,0.937,0.958,0.319,0.918,0.958,0.333,0.958
234,Random Forest Classifier,active_learning,False,300,False,"[0.8, 0.1, 0.1]",5891,735,739,0.962,0.958,0.958,0.363,0.939,0.958,0.653,0.94,0.958,0.353,0.958
235,Random Forest Classifier,active_learning,False,600,True,"[0.5, 0.25, 0.25]",3682,1840,1843,0.966,0.958,0.958,0.326,0.938,0.958,0.319,0.918,0.958,0.333,0.958
236,Random Forest Classifier,active_learning,False,600,True,"[0.6, 0.2, 0.2]",4418,1471,1476,0.954,0.958,0.958,0.326,0.937,0.958,0.319,0.918,0.958,0.333,0.958
237,Random Forest Classifier,active_learning,False,600,True,"[0.8, 0.1, 0.1]",5891,735,739,0.969,0.957,0.957,0.326,0.936,0.957,0.319,0.915,0.957,0.333,0.957
238,Random Forest Classifier,active_learning,False,600,False,"[0.5, 0.25, 0.25]",3682,1840,1843,0.971,0.959,0.959,0.342,0.939,0.959,0.653,0.941,0.959,0.341,0.959
239,Random Forest Classifier,active_learning,False,600,False,"[0.6, 0.2, 0.2]",4418,1471,1476,0.956,0.958,0.958,0.326,0.937,0.958,0.319,0.918,0.958,0.333,0.958
240,Random Forest Classifier,active_learning,False,600,False,"[0.8, 0.1, 0.1]",5891,735,739,0.969,0.957,0.957,0.326,0.936,0.957,0.319,0.915,0.957,0.333,0.957
241,Logistic Regression (Ridge),random_sampling,True,0,True,"[0.5, 0.25, 0.25]",207,102,108,0.647,0.537,0.537,0.534,0.534,0.537,0.568,0.568,0.537,0.537,0.537
242,Logistic Regression (Ridge),random_sampling,True,0,True,"[0.6, 0.2, 0.2]",249,81,87,0.42,0.575,0.575,0.574,0.574,0.575,0.584,0.584,0.575,0.575,0.575
243,Logistic Regression (Ridge),random_sampling,True,0,True,"[0.8, 0.1, 0.1]",333,39,45,0.597,0.622,0.622,0.617,0.617,0.622,0.637,0.637,0.622,0.622,0.622
244,Logistic Regression (Ridge),random_sampling,True,0,False,"[0.5, 0.25, 0.25]",207,102,108,0.544,0.546,0.546,0.539,0.539,0.546,0.535,0.535,0.546,0.546,0.546
245,Logistic Regression (Ridge),random_sampling,True,0,False,"[0.6, 0.2, 0.2]",249,81,87,0.48,0.54,0.54,0.517,0.517,0.54,0.511,0.511,0.54,0.54,0.54
246,Logistic Regression (Ridge),random_sampling,True,0,False,"[0.8, 0.1, 0.1]",333,39,45,0.637,0.511,0.511,0.487,0.487,0.511,0.492,0.492,0.511,0.511,0.511
247,Logistic Regression (Ridge),random_sampling,True,50,True,"[0.5, 0.25, 0.25]",207,102,108,0.465,0.556,0.556,0.554,0.554,0.556,0.557,0.557,0.556,0.556,0.556
248,Logistic Regression (Ridge),random_sampling,True,50,True,"[0.6, 0.2, 0.2]",249,81,87,0.583,0.563,0.563,0.554,0.554,0.563,0.553,0.553,0.563,0.563,0.563
249,Logistic Regression (Ridge),random_sampling,True,50,True,"[0.8, 0.1, 0.1]",333,39,45,0.598,0.556,0.556,0.555,0.555,0.556,0.563,0.563,0.556,0.556,0.556
250,Logistic Regression (Ridge),random_sampling,True,50,False,"[0.5, 0.25, 0.25]",207,102,108,0.518,0.602,0.602,0.594,0.594,0.602,0.592,0.592,0.602,0.602,0.602
251,Logistic Regression (Ridge),random_sampling,True,50,False,"[0.6, 0.2, 0.2]",249,81,87,0.5,0.575,0.575,0.56,0.56,0.575,0.567,0.567,0.575,0.575,0.575
252,Logistic Regression (Ridge),random_sampling,True,50,False,"[0.8, 0.1, 0.1]",333,39,45,0.561,0.556,0.556,0.548,0.548,0.556,0.545,0.545,0.556,0.556,0.556
253,Logistic Regression (Ridge),random_sampling,True,100,True,"[0.5, 0.25, 0.25]",207,102,108,0.547,0.593,0.593,0.585,0.585,0.593,0.596,0.596,0.593,0.593,0.593
254,Logistic Regression (Ridge),random_sampling,True,100,True,"[0.6, 0.2, 0.2]",249,81,87,0.529,0.586,0.586,0.589,0.589,0.586,0.593,0.593,0.586,0.586,0.586
255,Logistic Regression (Ridge),random_sampling,True,100,True,"[0.8, 0.1, 0.1]",333,39,45,0.633,0.622,0.622,0.62,0.62,0.622,0.634,0.634,0.622,0.622,0.622
256,Logistic Regression (Ridge),random_sampling,True,100,False,"[0.5, 0.25, 0.25]",207,102,108,0.599,0.583,0.583,0.582,0.582,0.583,0.582,0.582,0.583,0.583,0.583
257,Logistic Regression (Ridge),random_sampling,True,100,False,"[0.6, 0.2, 0.2]",249,81,87,0.557,0.552,0.552,0.54,0.54,0.552,0.536,0.536,0.552,0.552,0.552
258,Logistic Regression (Ridge),random_sampling,True,100,False,"[0.8, 0.1, 0.1]",333,39,45,0.597,0.556,0.556,0.543,0.543,0.556,0.536,0.536,0.556,0.556,0.556
259,Logistic Regression (Ridge),random_sampling,True,300,True,"[0.5, 0.25, 0.25]",207,102,108,0.656,0.602,0.602,0.591,0.591,0.602,0.592,0.592,0.602,0.602,0.602
260,Logistic Regression (Ridge),random_sampling,True,300,True,"[0.6, 0.2, 0.2]",249,81,87,0.6,0.632,0.632,0.622,0.622,0.632,0.626,0.626,0.632,0.632,0.632
261,Logistic Regression (Ridge),random_sampling,True,300,True,"[0.8, 0.1, 0.1]",333,39,45,0.693,0.533,0.533,0.522,0.522,0.533,0.538,0.538,0.533,0.533,0.533
262,Logistic Regression (Ridge),random_sampling,True,300,False,"[0.5, 0.25, 0.25]",207,102,108,0.628,0.602,0.602,0.586,0.586,0.602,0.587,0.587,0.602,0.602,0.602
263,Logistic Regression (Ridge),random_sampling,True,300,False,"[0.6, 0.2, 0.2]",249,81,87,0.609,0.575,0.575,0.559,0.559,0.575,0.557,0.557,0.575,0.575,0.575
264,Logistic Regression (Ridge),random_sampling,True,300,False,"[0.8, 0.1, 0.1]",333,39,45,0.694,0.578,0.578,0.566,0.566,0.578,0.563,0.563,0.578,0.578,0.578
265,Logistic Regression (Ridge),random_sampling,True,600,True,"[0.5, 0.25, 0.25]",207,102,108,0.802,0.583,0.583,0.58,0.58,0.583,0.588,0.588,0.583,0.583,0.583
266,Logistic Regression (Ridge),random_sampling,True,600,True,"[0.6, 0.2, 0.2]",249,81,87,0.818,0.575,0.575,0.572,0.572,0.575,0.572,0.572,0.575,0.575,0.575
267,Logistic Regression (Ridge),random_sampling,True,600,True,"[0.8, 0.1, 0.1]",333,39,45,0.818,0.622,0.622,0.622,0.622,0.622,0.638,0.638,0.622,0.622,0.622
268,Logistic Regression (Ridge),random_sampling,True,600,False,"[0.5, 0.25, 0.25]",207,102,108,0.815,0.639,0.639,0.63,0.63,0.639,0.63,0.63,0.639,0.639,0.639
269,Logistic Regression (Ridge),random_sampling,True,600,False,"[0.6, 0.2, 0.2]",249,81,87,0.841,0.586,0.586,0.574,0.574,0.586,0.577,0.577,0.586,0.586,0.586
270,Logistic Regression (Ridge),random_sampling,True,600,False,"[0.8, 0.1, 0.1]",333,39,45,0.829,0.444,0.444,0.424,0.424,0.444,0.413,0.413,0.444,0.444,0.444
271,Logistic Regression (Ridge),random_sampling,False,0,True,"[0.5, 0.25, 0.25]",3682,1840,1843,0.961,0.959,0.959,0.357,0.94,0.959,0.653,0.942,0.959,0.349,0.959
272,Logistic Regression (Ridge),random_sampling,False,0,True,"[0.6, 0.2, 0.2]",4418,1471,1476,0.957,0.959,0.959,0.346,0.94,0.959,0.653,0.942,0.959,0.343,0.959
273,Logistic Regression (Ridge),random_sampling,False,0,True,"[0.8, 0.1, 0.1]",5891,735,739,0.964,0.959,0.959,0.397,0.942,0.959,0.653,0.941,0.959,0.373,0.959
274,Logistic Regression (Ridge),random_sampling,False,0,False,"[0.5, 0.25, 0.25]",3682,1840,1843,0.961,0.959,0.959,0.372,0.941,0.959,0.653,0.942,0.959,0.357,0.959
275,Logistic Regression (Ridge),random_sampling,False,0,False,"[0.6, 0.2, 0.2]",4418,1471,1476,0.958,0.959,0.959,0.346,0.939,0.959,0.653,0.941,0.959,0.343,0.959
276,Logistic Regression (Ridge),random_sampling,False,0,False,"[0.8, 0.1, 0.1]",5891,735,739,0.962,0.959,0.959,0.397,0.942,0.959,0.653,0.941,0.959,0.373,0.959
277,Logistic Regression (Ridge),random_sampling,False,50,True,"[0.5, 0.25, 0.25]",3682,1840,1843,0.965,0.96,0.96,0.372,0.942,0.96,0.653,0.942,0.96,0.358,0.96
278,Logistic Regression (Ridge),random_sampling,False,50,True,"[0.6, 0.2, 0.2]",4418,1471,1476,0.962,0.96,0.96,0.382,0.942,0.96,0.654,0.943,0.96,0.364,0.96
279,Logistic Regression (Ridge),random_sampling,False,50,True,"[0.8, 0.1, 0.1]",5891,735,739,0.962,0.958,0.958,0.363,0.939,0.958,0.653,0.94,0.958,0.353,0.958
280,Logistic Regression (Ridge),random_sampling,False,50,False,"[0.5, 0.25, 0.25]",3682,1840,1843,0.964,0.96,0.96,0.372,0.942,0.96,0.653,0.942,0.96,0.358,0.96
281,Logistic Regression (Ridge),random_sampling,False,50,False,"[0.6, 0.2, 0.2]",4418,1471,1476,0.962,0.959,0.959,0.365,0.941,0.959,0.653,0.941,0.959,0.354,0.959
282,Logistic Regression (Ridge),random_sampling,False,50,False,"[0.8, 0.1, 0.1]",5891,735,739,0.96,0.958,0.958,0.363,0.939,0.958,0.653,0.94,0.958,0.353,0.958
283,Logistic Regression (Ridge),random_sampling,False,100,True,"[0.5, 0.25, 0.25]",3682,1840,1843,0.955,0.961,0.961,0.399,0.944,0.961,0.654,0.943,0.961,0.374,0.961
284,Logistic Regression (Ridge),random_sampling,False,100,True,"[0.6, 0.2, 0.2]",4418,1471,1476,0.96,0.961,0.961,0.414,0.945,0.961,0.654,0.943,0.961,0.384,0.961
285,Logistic Regression (Ridge),random_sampling,False,100,True,"[0.8, 0.1, 0.1]",5891,735,739,0.955,0.959,0.959,0.397,0.942,0.959,0.653,0.941,0.959,0.373,0.959
286,Logistic Regression (Ridge),random_sampling,False,100,False,"[0.5, 0.25, 0.25]",3682,1840,1843,0.956,0.961,0.961,0.399,0.944,0.961,0.654,0.943,0.961,0.374,0.961
287,Logistic Regression (Ridge),random_sampling,False,100,False,"[0.6, 0.2, 0.2]",4418,1471,1476,0.959,0.961,0.961,0.414,0.945,0.961,0.654,0.943,0.961,0.384,0.961
